firm,market_id,firm_id,city_id,quarter_id,market_size,cost_shifter,price,share,advertising
"SushiHut",145,3,8,5,3623,-1.986036,2.37517,.1071138,1
"McDonalds",146,1,8,6,5157,1.343331,2.352957,.0089578,0
"TacoBell",146,2,8,6,5157,-1.310917,2.0761478,.0552128,0
"SushiHut",146,3,8,6,5157,-1.193296,2.5540325,.0972639,1
"McDonalds",147,1,8,7,781,-.6408931,2.2303898,.0960329,1
"TacoBell",147,2,8,7,781,-1.131058,1.9281046,.0505241,0
"McDonalds",148,1,8,8,6689,-2.009744,2.0372,.0371667,0
"TacoBell",148,2,8,8,6689,.9373076,2.4738379,.0052827,1
"SushiHut",148,3,8,8,6689,-1.153741,2.4509401,.07544,1
"McDonalds",149,1,8,9,1313,-.2576725,2.3800249,.0652621,0
"TacoBell",149,2,8,9,1313,-.3172907,1.9607419,.0188206,1
"McDonalds",150,1,8,10,806,1.350072,2.5844285,.0038386,0
"TacoBell",150,2,8,10,806,.7511507,2.391752,.0063342,1
"SushiHut",150,3,8,10,806,-1.138643,2.1996043,.071914,1
"McDonalds",151,1,8,11,3596,-.8970649,2.3254225,.0525381,0
"TacoBell",151,2,8,11,3596,-1.24054,1.9639924,.0042779,0
"SushiHut",151,3,8,11,3596,1.662457,2.6213143,.0293209,1
"McDonalds",152,1,8,12,1360,-1.244204,2.1284869,.0461641,1
"TacoBell",152,2,8,12,1360,-.6545158,2.2984912,.0582226,0
"McDonalds",153,1,8,13,3728,-2.121971,2.1149924,.0980839,0
"TacoBell",153,2,8,13,3728,-1.075271,2.257911,.0843324,1
"SushiHut",153,3,8,13,3728,-1.17311,2.0589854,.0328006,1
"McDonalds",154,1,8,14,6510,-.2465427,2.3769906,.0246854,1
"TacoBell",154,2,8,14,6510,-.6677878,2.2119329,.0250239,1
"SushiHut",154,3,8,14,6510,2.187,2.7899151,.0172864,1
"McDonalds",155,1,8,15,3850,.2091349,2.2804112,.0273023,1
"TacoBell",155,2,8,15,3850,-.313044,2.3339918,.0706059,1
"SushiHut",155,3,8,15,3850,.4309022,2.2548273,.0346458,1
"McDonalds",156,1,8,16,2281,.9242885,2.5379307,.0624611,0
"TacoBell",156,2,8,16,2281,-.0191421,2.147862,.0041928,1
"SushiHut",156,3,8,16,2281,-.9297805,2.3185841,.1096959,1
"McDonalds",157,1,8,17,2360,-1.794429,1.928555,.026708,0
"TacoBell",157,2,8,17,2360,3.254465,2.8950465,.0008548,0
"SushiHut",157,3,8,17,2360,-1.517389,2.1305271,.0694189,1
"McDonalds",158,1,8,18,5195,1.268919,2.4116094,.0039346,1
"TacoBell",158,2,8,18,5195,.111282,2.4856491,.0551882,1
"SushiHut",158,3,8,18,5195,.570506,2.3354805,.0219656,1
"McDonalds",159,1,8,19,2816,-.6066511,2.2442641,.0584523,1
"TacoBell",159,2,8,19,2816,.6424553,2.3858225,.0200551,1
"SushiHut",159,3,8,19,2816,-1.640588,1.8289306,.0197412,1
"McDonalds",160,1,8,20,499,.3167616,2.2821462,.0163414,1
"TacoBell",160,2,8,20,499,-1.238117,2.3341517,.1117904,1
"McDonalds",161,1,9,1,3126,.6382771,2.4795325,.0317062,1
"TacoBell",161,2,9,1,3126,-.466893,2.3696415,.0781183,1
"SushiHut",161,3,9,1,3126,-.5746241,2.1324279,.0312827,1
"McDonalds",162,1,9,2,5327,1.191405,2.5831354,.0124029,0
"TacoBell",162,2,9,2,5327,.4680086,2.6726582,.0487715,1
"SushiHut",162,3,9,2,5327,.8588305,2.4707695,.014585,1
"McDonalds",163,1,9,3,1958,.4663828,2.3757107,.0086275,0
"TacoBell",163,2,9,3,1958,-.5011493,2.2354491,.0535313,0
"SushiHut",163,3,9,3,1958,.0706478,2.5502934,.0553418,1
"McDonalds",164,1,9,4,3813,-.3113383,2.8422871,.1097833,1
"TacoBell",164,2,9,4,3813,1.543983,2.4290106,.0047739,0
"McDonalds",165,1,9,5,3601,-.1602173,2.1210072,.0105765,1
"TacoBell",165,2,9,5,3601,1.436241,2.587117,.0243764,1
"SushiHut",165,3,9,5,3601,-1.986036,2.3204355,.1011235,1
"McDonalds",166,1,9,6,2902,1.343331,2.5424139,.0071741,1
"TacoBell",166,2,9,6,2902,-1.310917,2.3384292,.1028534,1
"SushiHut",166,3,9,6,2902,-1.193296,1.8981619,.0166824,1
"McDonalds",167,1,9,7,4454,-.6408931,2.3946483,.0216144,1
"TacoBell",167,2,9,7,4454,-1.131058,2.1303227,.0346479,1
"SushiHut",167,3,9,7,4454,-1.448974,2.0504675,.0507131,1
"McDonalds",168,1,9,8,702,-2.009744,2.3228688,.1035591,1
"TacoBell",168,2,9,8,702,.9373076,2.2822373,.0149555,0
"McDonalds",169,1,9,9,4472,-.2576725,2.3675375,.0181,1
"TacoBell",169,2,9,9,4472,-.3172907,2.3654733,.0360535,0
"McDonalds",170,1,9,10,6139,1.350072,2.7245479,.0388424,1
"TacoBell",170,2,9,10,6139,.7511507,2.5087314,.0121359,1
"SushiHut",170,3,9,10,6139,-1.138643,2.5917415,.058048,1
"McDonalds",171,1,9,11,14056,-.8970649,2.229816,.0212886,0
"TacoBell",171,2,9,11,14056,-1.24054,2.5033944,.0233111,0
"SushiHut",171,3,9,11,14056,1.662457,2.792736,.0210303,1
"McDonalds",172,1,9,12,1649,-1.244204,2.6554217,.184959,1
"TacoBell",172,2,9,12,1649,-.6545158,2.2244484,.0144078,1
"McDonalds",173,1,9,13,907,-2.121971,2.009002,.1758418,1
"TacoBell",173,2,9,13,907,-1.075271,1.8811535,.079015,1
"McDonalds",174,1,9,14,827,-.2465427,2.2617192,.0241975,0
"TacoBell",174,2,9,14,827,-.6677878,2.4342425,.0429993,1
"McDonalds",175,1,9,15,2233,.2091349,2.5567126,.0499022,1
"TacoBell",175,2,9,15,2233,-.313044,2.3570602,.0628493,1
"McDonalds",176,1,9,16,1874,.9242885,2.3249993,.0028497,0
"TacoBell",176,2,9,16,1874,-.0191421,2.2978683,.0640157,1
"SushiHut",176,3,9,16,1874,-.9297805,2.2201821,.0852038,1
"McDonalds",177,1,9,17,2880,-1.794429,2.1017807,.0425924,0
"TacoBell",177,2,9,17,2880,3.254465,2.713007,.0013679,1
"SushiHut",177,3,9,17,2880,-1.517389,2.1600045,.0796092,1
"McDonalds",178,1,9,18,992,1.268919,2.6557212,.0566336,1
"TacoBell",178,2,9,18,992,.111282,2.1855705,.0271502,0
"SushiHut",178,3,9,18,992,.570506,2.2417661,.0047097,1
"McDonalds",179,1,9,19,1204,-.6066511,2.1176784,.0468476,0
"TacoBell",179,2,9,19,1204,.6424553,2.3278491,.0023532,0
"SushiHut",179,3,9,19,1204,-1.640588,2.0941069,.1410062,1
"McDonalds",180,1,9,20,4814,.3167616,2.5130167,.036638,1
"TacoBell",180,2,9,20,4814,-1.238117,2.2041276,.0365037,1
"SushiHut",180,3,9,20,4814,.5830995,2.5425667,.0419019,1
"McDonalds",181,1,10,1,2185,.6382771,2.4568899,.0145681,1
"TacoBell",181,2,10,1,2185,-.466893,2.2982581,.0346867,0
"SushiHut",181,3,10,1,2185,-.5746241,2.3065707,.0699693,1
"McDonalds",182,1,10,2,7706,1.191405,2.6183662,.012959,0
"TacoBell",182,2,10,2,7706,.4680086,2.6481907,.0305529,1
"SushiHut",182,3,10,2,7706,.8588305,2.7336998,.0315956,1
"McDonalds",183,1,10,3,595,.4663828,2.3944714,.0436689,1
"TacoBell",183,2,10,3,595,-.5011493,2.3616364,.0645557,1
"McDonalds",184,1,10,4,2824,-.3113383,2.4859116,.0478686,1
"TacoBell",184,2,10,4,2824,1.543983,2.4953294,.0003302,0
"SushiHut",184,3,10,4,2824,1.985525,2.872459,.0271073,1
"McDonalds",185,1,10,5,7834,-.1602173,2.6971803,.0368588,0
"TacoBell",185,2,10,5,7834,1.436241,2.6193664,.0008784,1
"SushiHut",185,3,10,5,7834,-1.986036,2.1668874,.040729,1
"McDonalds",186,1,10,6,3008,1.343331,2.5612099,.0004394,0
"TacoBell",186,2,10,6,3008,-1.310917,1.9522163,.0467707,1
"SushiHut",186,3,10,6,3008,-1.193296,2.3326902,.1110927,1
"McDonalds",187,1,10,7,1443,-.6408931,1.9539046,.0041118,0
"TacoBell",187,2,10,7,1443,-1.131058,2.2345693,.0594438,1
"SushiHut",187,3,10,7,1443,-1.448974,2.1018728,.0238894,1
"McDonalds",188,1,10,8,3701,-2.009744,2.0935848,.0781269,1
"TacoBell",188,2,10,8,3701,.9373076,2.5823109,.0001377,1
"SushiHut",188,3,10,8,3701,-1.153741,2.1028844,.0640666,1
"McDonalds",189,1,10,9,1732,-.2576725,2.2932425,.0303717,1
"TacoBell",189,2,10,9,1732,-.3172907,2.413687,.0843427,1
"McDonalds",190,1,10,10,4595,1.350072,2.5538862,.0047158,0
"TacoBell",190,2,10,10,4595,.7511507,2.5709605,.0205516,1
"SushiHut",190,3,10,10,4595,-1.138643,2.2562619,.079677,1
"McDonalds",191,1,10,11,694,-.8970649,2.1318958,.0370499,0
"TacoBell",191,2,10,11,694,-1.24054,2.0517738,.0998058,1
"McDonalds",192,1,10,12,3450,-1.244204,2.1401293,.025545,0
"TacoBell",192,2,10,12,3450,-.6545158,2.48119,.0483327,1
"SushiHut",192,3,10,12,3450,.7409334,2.6114757,.0169427,1
"McDonalds",193,1,10,13,620,-2.121971,1.904732,.0664843,0
"TacoBell",193,2,10,13,620,-1.075271,2.2960839,.0562108,0
"McDonalds",194,1,10,14,4249,-.2465427,2.3792958,.0537355,0
"TacoBell",194,2,10,14,4249,-.6677878,2.2583101,.0403865,1
"McDonalds",195,1,10,15,2300,.2091349,2.3171771,.0134781,0
"TacoBell",195,2,10,15,2300,-.313044,2.2076731,.0480664,0
"SushiHut",195,3,10,15,2300,.4309022,2.3336679,.0203534,1
"McDonalds",196,1,10,16,412,.9242885,2.4227009,.0330239,1
"TacoBell",196,2,10,16,412,-.0191421,2.3027194,.0782008,1
"McDonalds",197,1,10,17,2629,-1.794429,2.0763364,.0995365,1
"TacoBell",197,2,10,17,2629,3.254465,2.9328818,.0000281,1
"SushiHut",197,3,10,17,2629,-1.517389,2.2304222,.0952412,1
"McDonalds",198,1,10,18,1630,1.268919,2.8881698,.1018322,1
"TacoBell",198,2,10,18,1630,.111282,2.1694639,.0163974,1
"McDonalds",199,1,10,19,3790,-.6066511,2.270458,.036312,1
"TacoBell",199,2,10,19,3790,.6424553,2.5775089,.015749,1
"SushiHut",199,3,10,19,3790,-1.640588,1.9942103,.0235465,1
"McDonalds",200,1,10,20,12574,.3167616,2.4848986,.0154322,1
"TacoBell",200,2,10,20,12574,-1.238117,2.1248481,.0158702,0
"SushiHut",200,3,10,20,12574,.5830995,2.6274022,.0214916,1
"McDonalds",201,1,11,1,4888,.6382771,2.4791911,.036505,1
"TacoBell",201,2,11,1,4888,-.466893,2.1022651,.0129621,0
"SushiHut",201,3,11,1,4888,-.5746241,2.2465525,.0422362,1
"McDonalds",202,1,11,2,3402,1.191405,2.588074,.0215562,0
"TacoBell",202,2,11,2,3402,.4680086,2.3859451,.0227143,0
"SushiHut",202,3,11,2,3402,.8588305,2.5055441,.0378499,1
"McDonalds",203,1,11,3,1168,.4663828,2.4318931,.0047031,1
"TacoBell",203,2,11,3,1168,-.5011493,2.3477015,.0773851,0
"SushiHut",203,3,11,3,1168,.0706478,2.4366261,.0032655,1
"McDonalds",204,1,11,4,4076,-.3113383,2.1831224,.0079129,1
"TacoBell",204,2,11,4,4076,1.543983,2.7117043,.0051253,0
"SushiHut",204,3,11,4,4076,1.985525,2.8561688,.0307485,1
"McDonalds",205,1,11,5,5630,-.1602173,2.4123552,.0307442,1
"TacoBell",205,2,11,5,5630,1.436241,2.6647141,.0127878,0
"SushiHut",205,3,11,5,5630,-1.986036,2.4748409,.0909308,1
"McDonalds",206,1,11,6,1028,1.343331,2.44208,.0035914,0
"TacoBell",206,2,11,6,1028,-1.310917,2.3168559,.1740247,1
"SushiHut",206,3,11,6,1028,-1.193296,2.0022782,.0450286,1
"McDonalds",207,1,11,7,3951,-.6408931,2.2723675,.0352268,0
"TacoBell",207,2,11,7,3951,-1.131058,2.2694352,.1014928,1
"SushiHut",207,3,11,7,3951,-1.448974,2.2328588,.104366,1
"McDonalds",208,1,11,8,2592,-2.009744,1.8728994,.0154064,0
"TacoBell",208,2,11,8,2592,.9373076,2.5208135,.0042061,0
"SushiHut",208,3,11,8,2592,-1.153741,2.4269571,.0803851,1
"McDonalds",209,1,11,9,2150,-.2576725,2.2117698,.0600102,1
"TacoBell",209,2,11,9,2150,-.3172907,2.434433,.0618531,1
"McDonalds",210,1,11,10,5921,1.350072,2.6331525,.026531,1
"TacoBell",210,2,11,10,5921,.7511507,2.5855379,.0211584,1
"SushiHut",210,3,11,10,5921,-1.138643,2.6014431,.0727801,1
"McDonalds",211,1,11,11,2296,-.8970649,2.3767056,.0770376,1
"TacoBell",211,2,11,11,2296,-1.24054,2.1526725,.0182223,0
"McDonalds",212,1,11,12,2340,-1.244204,2.153039,.0342601,0
"TacoBell",212,2,11,12,2340,-.6545158,2.2315295,.0216804,0
"McDonalds",213,1,11,13,1039,-2.121971,2.076864,.0744648,1
"TacoBell",213,2,11,13,1039,-1.075271,2.1648066,.07361,1
"McDonalds",214,1,11,14,1485,-.2465427,2.1546342,.0723744,1
"TacoBell",214,2,11,14,1485,-.6677878,2.164695,.0889854,1
"McDonalds",215,1,11,15,7662,.2091349,2.5497725,.0206757,0
"TacoBell",215,2,11,15,7662,-.313044,2.4947178,.0278858,1
"SushiHut",215,3,11,15,7662,.4309022,2.3632978,.0055352,1
"McDonalds",216,1,11,16,1119,.9242885,2.5436547,.0674567,1
"TacoBell",216,2,11,16,1119,-.0191421,2.5099983,.0608421,1
"McDonalds",217,1,11,17,2254,-1.794429,1.9404317,.0452806,0
"TacoBell",217,2,11,17,2254,3.254465,2.9163761,.0014876,0
"SushiHut",217,3,11,17,2254,-1.517389,2.2279323,.0528523,1
"McDonalds",218,1,11,18,8311,1.268919,2.5315447,.0096227,0
"TacoBell",218,2,11,18,8311,.111282,2.622391,.0474985,0
"SushiHut",218,3,11,18,8311,.570506,2.5789464,.0130571,1
"McDonalds",219,1,11,19,1679,-.6066511,2.3177481,.062171,1
"TacoBell",219,2,11,19,1679,.6424553,2.3584938,.0195842,1
"SushiHut",219,3,11,19,1679,-1.640588,1.895072,.0332864,1
"McDonalds",220,1,11,20,8796,.3167616,2.5187855,.028773,1
"TacoBell",220,2,11,20,8796,-1.238117,2.3180938,.0245358,0
"SushiHut",220,3,11,20,8796,.5830995,2.5374966,.0269441,1
"McDonalds",221,1,12,1,7248,.6382771,2.8856122,.050587,0
"TacoBell",221,2,12,1,7248,-.466893,2.4565251,.0315826,1
"SushiHut",221,3,12,1,7248,-.5746241,2.1828563,.0172008,1
"McDonalds",222,1,12,2,786,1.191405,2.4770327,.0227065,0
"TacoBell",222,2,12,2,786,.4680086,2.6995494,.0775337,1
"McDonalds",223,1,12,3,2329,.4663828,2.332684,.0016406,0
"TacoBell",223,2,12,3,2329,-.5011493,2.1423712,.0160047,1
"SushiHut",223,3,12,3,2329,.0706478,2.5448971,.0894875,1
"McDonalds",224,1,12,4,2514,-.3113383,2.8411312,.0765547,1
"TacoBell",224,2,12,4,2514,1.543983,2.4446919,.0011266,0
"McDonalds",225,1,12,5,1293,-.1602173,2.615993,.1023132,1
"TacoBell",225,2,12,5,1293,1.436241,2.5010459,.0049133,1
"SushiHut",225,3,12,5,1293,-1.986036,1.682249,.0129487,1
"McDonalds",226,1,12,6,1356,1.343331,2.5061963,.0007762,1
"TacoBell",226,2,12,6,1356,-1.310917,2.2293673,.074597,1
"SushiHut",226,3,12,6,1356,-1.193296,2.1531032,.0753597,1
"McDonalds",227,1,12,7,1778,-.6408931,2.1728098,.0961769,1
"TacoBell",227,2,12,7,1778,-1.131058,2.1640613,.0480744,0
"SushiHut",227,3,12,7,1778,-1.448974,2.0133662,.0916059,1
"McDonalds",228,1,12,8,979,-2.009744,1.8275453,.1286876,1
"TacoBell",228,2,12,8,979,.9373076,2.5043256,.0003737,0
"SushiHut",228,3,12,8,979,-1.153741,2.1233934,.0606379,1
"McDonalds",229,1,12,9,1986,-.2576725,2.4853568,.108044,1
"TacoBell",229,2,12,9,1986,-.3172907,2.300602,.0625598,1
"McDonalds",230,1,12,10,4492,1.350072,2.563658,.0199199,0
"TacoBell",230,2,12,10,4492,.7511507,2.4558895,.0063936,1
"SushiHut",230,3,12,10,4492,-1.138643,2.51184,.0847458,1
"McDonalds",231,1,12,11,5984,-.8970649,2.0581851,.0349772,0
"TacoBell",231,2,12,11,5984,-1.24054,2.2465367,.0468529,0
"McDonalds",232,1,12,12,952,-1.244204,2.0328124,.0502694,0
"TacoBell",232,2,12,12,952,-.6545158,2.2930779,.0756586,0
"McDonalds",233,1,12,13,1674,-2.121971,2.3597734,.1296943,1
"TacoBell",233,2,12,13,1674,-1.075271,1.9755464,.0046741,0
"SushiHut",233,3,12,13,1674,-1.17311,1.9482131,.0063897,1
"McDonalds",234,1,12,14,13574,-.2465427,2.7307751,.0463062,1
"TacoBell",234,2,12,14,13574,-.6677878,2.4812005,.030837,0
"SushiHut",234,3,12,14,13574,2.187,2.8196948,.0105853,1
"McDonalds",235,1,12,15,2764,.2091349,2.5293248,.066988,0
"TacoBell",235,2,12,15,2764,-.313044,2.0647027,.0173911,1
"SushiHut",235,3,12,15,2764,.4309022,2.2814323,.0190792,1
"McDonalds",236,1,12,16,3477,.9242885,2.5767291,.0785435,1
"TacoBell",236,2,12,16,3477,-.0191421,2.1662524,.0164967,1
"SushiHut",236,3,12,16,3477,-.9297805,2.2113376,.0494024,1
"McDonalds",237,1,12,17,1313,-1.794429,1.9858075,.0949266,0
"TacoBell",237,2,12,17,1313,3.254465,2.8827724,.0000172,1
"SushiHut",237,3,12,17,1313,-1.517389,2.058712,.1291129,1
"McDonalds",238,1,12,18,7628,1.268919,2.6709747,.0155622,1
"TacoBell",238,2,12,18,7628,.111282,2.5870473,.037419,0
"SushiHut",238,3,12,18,7628,.570506,2.5198367,.0265833,1
"McDonalds",239,1,12,19,2179,-.6066511,2.1415694,.05467,1
"TacoBell",239,2,12,19,2179,.6424553,2.2695072,.0126525,0
"SushiHut",239,3,12,19,2179,-1.640588,2.1831741,.0862592,1
"McDonalds",240,1,12,20,1344,.3167616,2.1798198,.0106254,0
"TacoBell",240,2,12,20,1344,-1.238117,2.2283959,.0630966,1
"McDonalds",241,1,13,1,2271,.6382771,2.1536515,.0292723,1
"TacoBell",241,2,13,1,2271,-.466893,2.2145972,.0015253,0
"SushiHut",241,3,13,1,2271,-.5746241,2.4427559,.0968046,1
"McDonalds",242,1,13,2,7604,1.191405,2.5651863,.0117179,1
"TacoBell",242,2,13,2,7604,.4680086,2.5654082,.0133079,0
"SushiHut",242,3,13,2,7604,.8588305,2.9010118,.0391538,1
"McDonalds",243,1,13,3,1837,.4663828,2.6111214,.0904249,1
"TacoBell",243,2,13,3,1837,-.5011493,2.1736298,.0020224,1
"SushiHut",243,3,13,3,1837,.0706478,2.3497499,.0361976,1
"McDonalds",244,1,13,4,3597,-.3113383,2.3408289,.0156912,0
"TacoBell",244,2,13,4,3597,1.543983,2.7918208,.0377701,1
"SushiHut",244,3,13,4,3597,1.985525,2.683637,.0072018,1
"McDonalds",245,1,13,5,5663,-.1602173,2.4630811,.0195997,1
"TacoBell",245,2,13,5,5663,1.436241,2.8369956,.0261995,0
"SushiHut",245,3,13,5,5663,-1.986036,2.5224486,.1281838,1
"McDonalds",246,1,13,6,1499,1.343331,2.4359014,.0066756,1
"TacoBell",246,2,13,6,1499,-1.310917,1.8454157,.0140108,1
"SushiHut",246,3,13,6,1499,-1.193296,2.300085,.0886343,1
"McDonalds",247,1,13,7,2138,-.6408931,2.2029433,.0210458,0
"TacoBell",247,2,13,7,2138,-1.131058,2.2387042,.0511211,1
"SushiHut",247,3,13,7,2138,-1.448974,1.9979094,.0692107,1
"McDonalds",248,1,13,8,3787,-2.009744,2.0520437,.0552025,0
"TacoBell",248,2,13,8,3787,.9373076,2.5364618,.0156253,1
"SushiHut",248,3,13,8,3787,-1.153741,2.2026888,.0459257,1
"McDonalds",249,1,13,9,1749,-.2576725,2.5629082,.0329199,1
"TacoBell",249,2,13,9,1749,-.3172907,2.1194739,.0050033,0
"McDonalds",250,1,13,10,1089,1.350072,2.7137957,.0025447,0
"TacoBell",250,2,13,10,1089,.7511507,2.7815156,.0613461,1
"McDonalds",251,1,13,11,10710,-.8970649,2.6519287,.0558984,1
"TacoBell",251,2,13,11,10710,-1.24054,2.344552,.0308593,1
"SushiHut",251,3,13,11,10710,1.662457,2.7693972,.0151904,1
"McDonalds",252,1,13,12,3940,-1.244204,2.3000255,.0672476,1
"TacoBell",252,2,13,12,3940,-.6545158,2.1897986,.0365321,0
"SushiHut",252,3,13,12,3940,.7409334,2.318556,.0125904,1
"McDonalds",253,1,13,13,12785,-2.121971,2.6709018,.0547403,1
"TacoBell",253,2,13,13,12785,-1.075271,2.2072108,.0188411,1
"SushiHut",253,3,13,13,12785,-1.17311,2.3018446,.027925,1
"McDonalds",254,1,13,14,355,-.2465427,2.3594885,.0746005,0
"TacoBell",254,2,13,14,355,-.6677878,2.1094582,.0215084,1
"McDonalds",255,1,13,15,1998,.2091349,2.5104403,.0278027,0
"TacoBell",255,2,13,15,1998,-.313044,2.2244899,.0060397,0
"SushiHut",255,3,13,15,1998,.4309022,2.3941775,.046358,1
"McDonalds",256,1,13,16,2511,.9242885,2.4376767,.0007628,0
"TacoBell",256,2,13,16,2511,-.0191421,2.5386877,.1109725,1
"SushiHut",256,3,13,16,2511,-.9297805,2.1538666,.0513681,1
"McDonalds",257,1,13,17,797,-1.794429,1.8833803,.0217273,1
"TacoBell",257,2,13,17,797,3.254465,2.7481697,.0080544,0
"SushiHut",257,3,13,17,797,-1.517389,2.1959817,.117672,1
"McDonalds",258,1,13,18,4867,1.268919,2.3360233,.0053877,0
"TacoBell",258,2,13,18,4867,.111282,2.3915446,.0337316,0
"SushiHut",258,3,13,18,4867,.570506,2.5164004,.0260116,1
"McDonalds",259,1,13,19,1234,-.6066511,2.2493312,.0712637,0
"TacoBell",259,2,13,19,1234,.6424553,2.3515601,.0002029,0
"SushiHut",259,3,13,19,1234,-1.640588,1.9368966,.037568,1
"McDonalds",260,1,13,20,1951,.3167616,2.4357557,.0556548,1
"TacoBell",260,2,13,20,1951,-1.238117,2.0700676,.0291653,0
"McDonalds",261,1,14,1,572,.6382771,2.3908834,.0371895,0
"TacoBell",261,2,14,1,572,-.466893,2.2998309,.0906374,1
"McDonalds",262,1,14,2,869,1.191405,2.5589087,.0097429,0
"TacoBell",262,2,14,2,869,.4680086,2.535815,.0266141,1
"McDonalds",263,1,14,3,1169,.4663828,2.6044092,.0856126,1
"TacoBell",263,2,14,3,1169,-.5011493,2.126617,.0386768,1
"McDonalds",264,1,14,4,1616,-.3113383,2.4590185,.0611685,1
"TacoBell",264,2,14,4,1616,1.543983,2.3914073,.0277149,0
"McDonalds",265,1,14,5,3858,-.1602173,2.1135166,.0026675,0
"TacoBell",265,2,14,5,3858,1.436241,2.4335973,.012844,1
"SushiHut",265,3,14,5,3858,-1.986036,2.5412717,.0886953,1
"McDonalds",266,1,14,6,1549,1.343331,2.5976238,.001688,0
"TacoBell",266,2,14,6,1549,-1.310917,1.8757807,.0390338,0
"SushiHut",266,3,14,6,1549,-1.193296,2.2013238,.091775,1
"McDonalds",267,1,14,7,1586,-.6408931,2.1091855,.0302699,0
"TacoBell",267,2,14,7,1586,-1.131058,2.0241525,.0369107,0
"SushiHut",267,3,14,7,1586,-1.448974,2.2735538,.1019704,1
"McDonalds",268,1,14,8,195,-2.009744,2.1193914,.0652779,0
"TacoBell",268,2,14,8,195,.9373076,2.4831519,.0050305,0
"McDonalds",269,1,14,9,2711,-.2576725,2.3394063,.0373965,0
"TacoBell",269,2,14,9,2711,-.3172907,2.2100384,.0338587,0
"SushiHut",269,3,14,9,2711,1.205027,2.5104531,.0231776,1
"McDonalds",270,1,14,10,1038,1.350072,2.3755074,.0131667,0
"TacoBell",270,2,14,10,1038,.7511507,2.3068843,.0053622,1
"SushiHut",270,3,14,10,1038,-1.138643,2.2005944,.101709,1
"McDonalds",271,1,14,11,3123,-.8970649,2.4176955,.0560887,0
"TacoBell",271,2,14,11,3123,-1.24054,1.9498677,.04592,0
"McDonalds",272,1,14,12,1690,-1.244204,2.3308761,.0981789,1
"TacoBell",272,2,14,12,1690,-.6545158,1.9814347,.0278755,0
"McDonalds",273,1,14,13,3328,-2.121971,1.8546789,.0434262,1
"TacoBell",273,2,14,13,3328,-1.075271,2.2089081,.0519134,1
"SushiHut",273,3,14,13,3328,-1.17311,2.4782009,.0781876,1
"McDonalds",274,1,14,14,447,-.2465427,2.3452501,.0658904,1
"TacoBell",274,2,14,14,447,-.6677878,2.1044595,.0387839,0
"McDonalds",275,1,14,15,7704,.2091349,2.781069,.049144,1
"TacoBell",275,2,14,15,7704,-.313044,2.2880409,.0252271,1
"SushiHut",275,3,14,15,7704,.4309022,2.5040961,.0170776,1
"McDonalds",276,1,14,16,274,.9242885,2.5561583,.0007664,1
"TacoBell",276,2,14,16,274,-.0191421,2.585232,.0871263,1
"McDonalds",277,1,14,17,1020,-1.794429,1.963441,.0787784,0
"TacoBell",277,2,14,17,1020,3.254465,2.8039715,.0006927,1
"SushiHut",277,3,14,17,1020,-1.517389,2.106987,.0959846,1
"McDonalds",278,1,14,18,7283,1.268919,2.777931,.0299404,0
"TacoBell",278,2,14,18,7283,.111282,2.5992188,.0373503,1
"SushiHut",278,3,14,18,7283,.570506,2.5661231,.0274872,1
"McDonalds",279,1,14,19,530,-.6066511,2.2240014,.0426376,1
"TacoBell",279,2,14,19,530,.6424553,2.4459589,.0161647,0
"McDonalds",280,1,14,20,3656,.3167616,2.3603208,.0307831,1
"TacoBell",280,2,14,20,3656,-1.238117,2.1964118,.0572949,1
"SushiHut",280,3,14,20,3656,.5830995,2.382815,.0695582,1
"McDonalds",281,1,15,1,11843,.6382771,2.3306646,.0127751,0
"TacoBell",281,2,15,1,11843,-.466893,2.4183702,.0288211,1
"SushiHut",281,3,15,1,11843,-.5746241,3.0809168,.0850138,1
"McDonalds",282,1,15,2,9380,1.191405,2.8580799,.0245882,0
"TacoBell",282,2,15,2,9380,.4680086,2.437753,.0174573,1
"SushiHut",282,3,15,2,9380,.8588305,2.5031623,.0132733,1
"McDonalds",283,1,15,3,3854,.4663828,2.5628037,.0396443,1
"TacoBell",283,2,15,3,3854,-.5011493,2.4504189,.0411481,1
"SushiHut",283,3,15,3,3854,.0706478,2.2661249,.0104621,1
"McDonalds",284,1,15,4,24009,-.3113383,2.7003753,.0292136,1
"TacoBell",284,2,15,4,24009,1.543983,2.6056273,.005791,0
"SushiHut",284,3,15,4,24009,1.985525,2.8372993,.0109865,1
"McDonalds",285,1,15,5,2028,-.1602173,2.1308043,.0006602,1
"TacoBell",285,2,15,5,2028,1.436241,2.406527,.0005101,0
"SushiHut",285,3,15,5,2028,-1.986036,2.5013231,.1520538,1
"McDonalds",286,1,15,6,7858,1.343331,2.4575844,.0063834,0
"TacoBell",286,2,15,6,7858,-1.310917,2.41892,.0515734,1
"SushiHut",286,3,15,6,7858,-1.193296,2.573829,.0565081,1
"McDonalds",287,1,15,7,1782,-.6408931,2.2278767,.0434578,1
"TacoBell",287,2,15,7,1782,-1.131058,1.9640045,.0535238,1
"McDonalds",288,1,15,8,3938,-2.009744,1.8893911,.036703,0
"TacoBell",288,2,15,8,3938,.9373076,2.528681,.0236175,1
"SushiHut",288,3,15,8,3938,-1.153741,2.3298129,.0467891,1
"McDonalds",289,1,15,9,278,-.2576725,2.2075508,.0052246,0
